Ano,Município,Quantidade produzida (Toneladas),Valor da produção (Mil Reais),Área plantada ou destinada à colheita (Hectares),Área plantada ou destinada à colheita - percentual do total geral (Percentual)
2020,Tangará da Serra (MT),372060.0,452797.0,106000.0,58.21
2020,Tapurah (MT),648000.0,797299.0,180000.0,56.25
2020,Terra Nova do Norte (MT),62700.0,65835.0,19000.0,57.22
2020,Tesouro (MT),99180.0,136868.0,29000.0,70.02
2020,Torixoréu (MT),64170.0,90907.0,17825.0,80.33
2020,União do Sul (MT),208000.0,225056.0,65000.0,55.52
2020,Vale de São Domingos (MT),0.0,0.0,0.0,0.0
2020,Vera (MT),539400.0,648175.0,145000.0,56.64
2020,Vila Bela da Santíssima Trindade (MT),122760.0,147312.0,34100.0,63.67
2020,Vila Rica (MT),165750.0,206491.0,42500.0,68.12
2020,Várzea Grande (MT),0.0,0.0,0.0,0.0
2020,Água Boa (MT),640800.0,733716.0,178000.0,84.15
2021,Acorizal (MT),0.0,0.0,0.0,0.0
2021,Alta Floresta (MT),104755.0,260141.0,31744.0,71.72
2021,Alto Araguaia (MT),145052.0,384388.0,42413.0,68.88
2021,Alto Boa Vista (MT),105628.0,236607.0,31437.0,59.17
2021,Alto Garças (MT),320550.0,849458.0,93728.0,68.16
2021,Alto Paraguai (MT),23609.0,58999.0,7287.0,62.31
2021,Alto Taquari (MT),201852.0,534908.0,53400.0,38.66
2021,Apiacás (MT),2228.0,5570.0,675.0,43.52
2021,Araguaiana (MT),13187.0,32968.0,3996.0,83.7
2021,Araguainha (MT),4317.0,11440.0,1107.0,76.13
2021,Araputanga (MT),4832.0,12080.0,1510.0,35.78
2021,Arenápolis (MT),12402.0,30993.0,3900.0,55.6
2021,Aripuanã (MT),10272.0,25505.0,2863.0,28.35
2021,Barra do Bugres (MT),4787.0,11968.0,1496.0,2.61
2021,Barra do Garças (MT),123750.0,309375.0,37500.0,89.82
2021,Barão de Melgaço (MT),0.0,0.0,0.0,0.0
2021,Bom Jesus do Araguaia (MT),400583.0,897306.0,119221.0,72.27
2021,Brasnorte (MT),851453.0,2138382.0,248963.0,63.76
2021,Campinápolis (MT),91200.0,204288.0,30400.0,78.04
2021,Campo Novo do Parecis (MT),1304958.0,3262395.0,371711.0,48.89
2021,Campo Verde (MT),846000.0,2253000.0,235000.0,57.79
2021,Campos de Júlio (MT),735075.0,1886938.0,202500.0,46.67
2021,Canabrava do Norte (MT),103262.0,274856.0,28684.0,74.0
2021,Canarana (MT),1053000.0,2421900.0,300000.0,73.14
2021,Carlinda (MT),43989.0,109973.0,13330.0,64.78
2021,Castanheira (MT),4620.0,11550.0,1400.0,71.57
2021,Chapada dos Guimarães (MT),114621.0,292284.0,31266.0,53.65
2021,Cláudia (MT),336600.0,841416.0,102000.0,59.31
2021,Cocalinho (MT),41250.0,103125.0,12500.0,84.8
2021,Colniza (MT),0.0,0.0,0.0,0.0
2021,Colíder (MT),68034.0,168528.0,19550.0,64.24
2021,Comodoro (MT),281641.0,701849.0,83080.0,61.95
2021,Confresa (MT),200912.0,532417.0,55809.0,74.39
2021,Conquista D'Oeste (MT),29696.0,76230.0,8249.0,70.25
2021,Cotriguaçu (MT),3656.0,9140.0,1108.0,24.22
2021,Cuiabá (MT),1176.0,2940.0,338.0,35.81
2021,Curvelândia (MT),0.0,0.0,0.0,0.0
2021,Cáceres (MT),25466.0,61118.0,7490.0,63.51
2021,Denise (MT),16174.0,40710.0,4828.0,9.51
2021,Diamantino (MT),1315239.0,3350755.0,384605.0,52.64
2021,Dom Aquino (MT),125280.0,333596.0,36000.0,49.33
2021,Feliz Natal (MT),445500.0,1103267.0,136000.0,60.54
2021,Figueirópolis D'Oeste (MT),0.0,0.0,0.0,0.0
2021,Gaúcha do Norte (MT),589669.0,1503656.0,190180.0,66.23
2021,General Carneiro (MT),194040.0,485100.0,58800.0,66.36
2021,Glória D'Oeste (MT),0.0,0.0,0.0,0.0
2021,Guarantã do Norte (MT),45760.0,117512.0,14300.0,53.54
2021,Guiratinga (MT),236640.0,627096.0,68000.0,68.09
2021,Indiavaí (MT),4787.0,11968.0,1496.0,87.54
2021,Ipiranga do Norte (MT),702000.0,1731939.0,225000.0,53.42
2021,Itanhangá (MT),349440.0,856659.0,112000.0,65.13
2021,Itaúba (MT),162600.0,422760.0,54200.0,61.86
2021,Itiquira (MT),615600.0,1631340.0,180000.0,62.78
2021,Jaciara (MT),174000.0,440799.0,50000.0,67.66
2021,Jangada (MT),6800.0,14484.0,2110.0,61.97
2021,Jauru (MT),0.0,0.0,0.0,0.0
2021,Juara (MT),180000.0,455400.0,60000.0,71.92
2021,Juruena (MT),1247.0,3118.0,378.0,12.84
2021,Juscimeira (MT),123192.0,328036.0,35400.0,70.73
2021,Juína (MT),48578.0,122271.0,14204.0,58.85
2021,Lambari D'Oeste (MT),6287.0,15718.0,1849.0,14.96
2021,Lucas do Rio Verde (MT),775500.0,1937975.0,235000.0,51.05
2021,Luciara (MT),1856.0,5100.0,600.0,70.59
2021,Marcelândia (MT),256000.0,647680.0,80000.0,70.03
2021,Matupá (MT),144585.0,374764.0,45000.0,53.82
2021,Mirassol d'Oeste (MT),7545.0,18863.0,2219.0,23.85
2021,Nobres (MT),153397.0,326736.0,45654.0,64.96
2021,Nortelândia (MT),89040.0,222511.0,28000.0,53.51
2021,Nossa Senhora do Livramento (MT),9243.0,19688.0,2988.0,73.52
2021,Nova Bandeirantes (MT),765.0,1913.0,255.0,11.05
2021,Nova Brasilândia (MT),17057.0,42643.0,5776.0,61.7
2021,Nova Canaã do Norte (MT),180935.0,449475.0,51933.0,69.36
2021,Nova Guarita (MT),43500.0,108750.0,12500.0,64.22
2021,Nova Lacerda (MT),111605.0,286490.0,31527.0,73.77
2021,Nova Marilândia (MT),18869.0,46550.0,5718.0,71.97
2021,Nova Maringá (MT),648000.0,1586952.0,200000.0,64.56
2021,Nova Monte Verde (MT),27691.0,68936.0,7692.0,67.97
2021,Nova Mutum (MT),1337280.0,3298628.0,398000.0,55.95
2021,Nova Nazaré (MT),55680.0,129178.0,16000.0,81.55
2021,Nova Olímpia (MT),11072.0,27680.0,3200.0,13.71
2021,Nova Santa Helena (MT),102400.0,260301.0,32000.0,60.23
2021,Nova Ubiratã (MT),1301915.0,3223685.0,382677.0,51.58
2021,Nova Xavantina (MT),211770.0,465894.0,65000.0,84.05
2021,Novo Horizonte do Norte (MT),18162.0,45405.0,6000.0,59.81
2021,Novo Mundo (MT),163200.0,412896.0,51000.0,66.26
2021,Novo Santo Antônio (MT),3768.0,8440.0,1200.0,57.61
2021,Novo São Joaquim (MT),257400.0,643500.0,78000.0,59.9
2021,Paranatinga (MT),742560.0,1897241.0,238000.0,68.54
2021,Paranaíta (MT),52156.0,130390.0,15805.0,71.64
2021,Pedra Preta (MT),229555.0,608321.0,65964.0,60.51
2021,Peixoto de Azevedo (MT),121600.0,307648.0,38000.0,64.28
2021,Planalto da Serra (MT),118734.0,303365.0,36500.0,83.26
2021,Poconé (MT),30000.0,54990.0,9520.0,91.74
2021,Pontal do Araguaia (MT),7277.0,18193.0,2205.0,81.16
2021,Ponte Branca (MT),0.0,0.0,0.0,0.0
2021,Pontes e Lacerda (MT),112215.0,288056.0,31171.0,66.06
2021,Porto Alegre do Norte (MT),144000.0,381600.0,40000.0,58.75
2021,Porto Esperidião (MT),8906.0,17812.0,2474.0,61.4
2021,Porto Estrela (MT),264.0,660.0,80.0,4.11
2021,Porto dos Gaúchos (MT),588770.0,1503483.0,182000.0,57.7
2021,Poxoréu (MT),224460.0,579578.0,64500.0,60.23
2021,Primavera do Leste (MT),939600.0,2426564.0,270000.0,57.2
2021,Querência (MT),1298304.0,3115930.0,368000.0,57.17
2021,Reserva do Cabaçal (MT),0.0,0.0,0.0,0.0
2021,Ribeirão Cascalheira (MT),315000.0,705600.0,90000.0,73.05
2021,Ribeirãozinho (MT),67284.0,178303.0,17800.0,50.92
2021,Rio Branco (MT),214.0,503.0,67.0,9.97
2021,Rondolândia (MT),87.0,217.0,29.0,8.12
2021,Rondonópolis (MT),290700.0,770355.0,85000.0,71.07
2021,Rosário Oeste (MT),125200.0,262920.0,36400.0,80.6
2021,Salto do Céu (MT),7389.0,19704.0,2309.0,71.64
2021,Santa Carmem (MT),392040.0,977783.0,121000.0,56.45
2021,Santa Cruz do Xingu (MT),134820.0,357273.0,38000.0,67.68
2021,Santa Rita do Trivelato (MT),546960.0,1340057.0,172000.0,59.62
2021,Santa Terezinha (MT),108000.0,278964.0,30000.0,65.49
2021,Santo Afonso (MT),52579.0,130554.0,15374.0,64.53
2021,Santo Antônio do Leste (MT),348000.0,898731.0,100000.0,51.84
2021,Santo Antônio do Leverger (MT),134865.0,344648.0,37000.0,71.09
2021,Sapezal (MT),1319731.0,3299328.0,366592.0,50.01
2021,Serra Nova Dourada (MT),21038.0,47125.0,6700.0,92.8
2021,Sinop (MT),574200.0,1421874.0,166000.0,55.88
2021,Sorriso (MT),2010960.0,4984707.0,605000.0,49.38
2021,São Félix do Araguaia (MT),724826.0,1623610.0,226508.0,67.35
2021,São José do Povo (MT),0.0,0.0,0.0,0.0
2021,São José do Rio Claro (MT),405000.0,1004420.0,125000.0,57.98
2021,São José do Xingu (MT),421000.0,1087443.0,117000.0,66.0
2021,São José dos Quatro Marcos (MT),8486.0,19518.0,2496.0,76.03
2021,São Pedro da Cipa (MT),7172.0,19100.0,2200.0,60.37
2021,Tabaporã (MT),604260.0,1505097.0,186500.0,57.76
2021,Tangará da Serra (MT),713811.0,1820218.0,205111.0,67.39
2021,Tapurah (MT),572400.0,1401808.0,180000.0,55.87
2021,Terra Nova do Norte (MT),107040.0,271668.0,33450.0,59.93
2021,Tesouro (MT),95760.0,253764.0,28000.0,69.28
2021,Torixoréu (MT),67650.0,169125.0,20500.0,81.14
2021,União do Sul (MT),205400.0,519662.0,65000.0,60.06
2021,Vale de São Domingos (MT),0.0,0.0,0.0,0.0
2021,Vera (MT),508200.0,1260245.0,155000.0,53.35
2021,Vila Bela da Santíssima Trindade (MT),134025.0,344042.0,38513.0,64.44
2021,Vila Rica (MT),180000.0,464940.0,45000.0,64.02
2021,Várzea Grande (MT),0.0,0.0,0.0,0.0
2021,Água Boa (MT),609000.0,1412880.0,175000.0,79.6
